Employee_ID,Basic_Salary,HRA,Other_Allowances,Income_Tax,Employee_Provident_Fund,Professional_Tax,Bonuses,Overtime,Deductions,Medical_Allowance,Travel_Allowance,Leave_Encashment
775,44244,19115,9651,6634,3187,374,2461,11,2071,3751,1742,1158
776,41545,13906,7575,8483,3665,423,5292,1232,1404,2176,733,4367
777,41689,9146,3589,3123,3180,285,3268,164,1005,1822,1913,4630
778,31174,17046,3587,9790,2643,425,1994,877,1369,4720,2795,3513
779,42925,17611,2659,1224,1177,212,7554,1317,1401,1784,2425,2078
780,57497,18076,2159,2814,3857,412,1007,1934,2569,4220,2599,1144
781,29348,5140,5953,2106,2381,264,3515,1542,2064,4259,2562,68
782,43714,17757,9181,1124,3427,160,2417,77,2292,4724,940,3717
783,58102,9882,9345,4246,1907,191,3316,1457,2765,1130,1635,3008
784,28924,19113,8555,3931,4942,385,8358,1600,2817,2475,506,826
785,57098,18645,3011,3971,3705,252,4932,613,716,3563,2086,1169
786,44394,11012,2052,3017,3497,324,7204,1986,1562,4562,1325,983
787,26801,5963,8551,8415,1585,226,2287,868,1711,2499,1768,4576
788,57614,12151,8990,3415,3510,292,2118,811,1225,4334,1810,3977
789,26731,13564,7141,4096,1989,214,9744,1822,1271,4609,2127,3334
790,68136,16827,7149,2609,2131,361,8637,1706,2165,4530,1536,2340
791,43625,15733,8846,1717,3169,117,1660,1100,8,3583,1669,2015
792,37337,8610,4307,4561,3064,109,9907,1071,597,4849,977,1452
793,55307,14884,3228,7782,2219,191,7922,766,22,3788,1214,2133
794,27056,11894,9226,2048,3374,238,9104,81,1990,1780,2176,1039
795,31516,18467,7590,9307,1317,432,7337,1918,2287,4708,2662,4723
796,64261,19626,8919,8905,3856,456,3529,1744,1608,2707,1008,4213
797,21542,18959,7585,6578,2502,439,4970,208,2074,2769,2604,3466
798,41677,12311,3035,2620,3034,151,4407,1468,1104,2318,881,3026
799,66732,5105,5702,7548,4323,294,8416,1994,2246,2938,1680,4257
800,70343,10539,8046,8381,3042,305,5760,1619,2822,2458,2345,2747
801,59081,14873,6045,5780,1502,386,2897,521,91,4346,1686,4262
802,47569,17289,9457,4792,3022,465,7364,1052,850,3635,774,4395
803,43322,17208,6945,3941,1118,192,9464,1327,1982,4379,2218,3495
804,39065,15828,9927,6695,4745,408,5087,993,1107,3773,1600,3855
805,78561,11787,6449,7401,1709,244,5374,464,299,3990,2360,561
806,37924,7137,9806,7197,4569,185,8607,1525,2343,4044,2591,2203
807,42556,16608,7194,6450,4557,252,5019,1469,2694,1375,1217,3419
808,74693,9445,9016,9975,1044,101,1815,627,1477,4229,817,1144
809,46962,8530,7835,9432,1313,441,8255,1513,1304,4885,1033,2699
810,48295,6286,9728,6874,4250,488,1922,780,1000,3251,2108,1551
811,33807,16371,9758,2553,4965,359,5867,1451,1082,4036,2276,4021
812,62348,18350,7560,2012,1417,263,2264,558,2956,1660,2784,560
813,46432,12052,7086,9378,3603,105,4724,1382,2918,3122,1744,1187
814,37749,19494,3264,2881,4854,248,3722,959,1365,2403,1833,3133
815,61459,8654,9161,7799,2101,304,6355,90,2800,1740,1700,3411
816,46256,12102,3884,5586,1325,217,3550,1076,2389,1303,2294,1689
817,77854,7359,9321,9622,4761,188,6319,1753,2109,2085,2585,4407
818,60262,13105,3809,9430,4428,253,7686,859,775,3617,1954,2423
819,57080,13636,5167,7447,2439,266,2673,1612,2672,1785,2433,1369
820,21324,11441,5797,3345,2986,260,5587,1227,1452,4179,1246,580
821,45731,10047,4341,1075,3562,369,6353,555,1681,2210,1340,976
822,79171,13227,8352,6877,3261,155,7857,155,1751,4034,2995,4272
823,55909,10203,5414,7785,4925,327,2666,1,2303,1228,2018,4609
824,43803,14667,7207,5922,1073,436,5511,1380,2875,4119,2672,2356
825,39870,17149,2817,9090,4634,248,7172,824,1851,2854,1588,118
826,54578,6798,7895,3330,2602,145,2384,1592,1897,1267,1292,1542
827,26588,15037,8056,5686,1508,243,5403,801,1729,3774,1767,4862
828,72075,14600,4437,2902,3379,337,4954,982,1327,3849,2050,3043
829,58069,10291,8468,5670,4164,371,7305,1081,614,1253,2773,972
830,46790,10495,9083,8143,1687,219,9252,1277,244,4004,792,915
831,73338,14900,2888,3059,1656,439,8238,1203,756,1869,1904,1437
832,45289,18673,7951,1140,2542,319,7981,492,823,3134,2148,586
833,75129,19894,7276,2789,2292,107,7026,668,2827,2204,2713,350
834,48178,16130,2667,1016,2399,443,7609,1058,2779,2048,1741,4591
835,48710,11284,9818,1464,4905,486,9664,74,1846,4459,1575,2562
836,35485,12285,6728,5471,4075,374,1958,943,1435,3269,1897,1870
837,64482,6300,4624,2827,4209,452,9724,1312,2925,1989,2193,272
838,40652,11869,7738,9711,4302,165,1493,370,1240,1396,1537,2927
839,24748,14435,9826,6956,3647,178,8042,586,515,1937,1863,4358
840,41233,17168,6232,1089,2552,185,1081,328,473,3558,2062,3439
841,29435,8097,8042,5815,2075,223,7999,589,35,3608,1612,3041
842,23709,9616,7793,3851,4717,301,3970,1790,1410,3893,2588,3948
843,78425,19094,6523,3843,4794,249,1011,776,1792,1439,1791,1764
844,50355,5009,7571,7543,1324,145,8824,303,1734,4246,1661,4290
845,75771,18271,8755,6901,1991,212,1761,578,829,2927,1529,1770
846,77799,15617,9054,1969,2993,190,4185,220,1092,3358,741,1522
847,33116,10752,2818,2094,4976,240,1025,978,2413,3007,661,831
848,45470,14852,4188,7124,4802,388,2806,1187,1185,4345,1478,561
849,62344,15823,3106,8347,1716,488,7651,1503,1762,1034,1017,3540
850,62918,11295,4224,4195,3770,317,6664,1478,944,3264,1397,4136
851,72224,9815,2197,2404,1276,176,6154,374,1511,1720,1282,1479
852,59298,6072,4671,7940,3583,476,6824,1243,430,4743,1679,4466
853,62956,8225,9735,5290,4557,483,4659,1707,2022,4063,584,1205
854,34683,18146,8091,4982,4587,433,2525,1277,858,4479,2235,656
855,20504,6316,8834,6555,1151,251,1760,1745,229,1518,1533,3940
856,53982,10699,5492,8954,1954,422,1594,187,2417,1268,637,589
857,54299,17337,4448,5713,2506,338,8192,1214,177,1637,1253,4326
858,48016,11807,9865,4092,1258,214,2055,1412,1433,3522,1212,4904
859,43960,11674,2470,5159,3371,418,4083,1238,2615,4951,2703,1371
860,53591,8683,8361,7308,4064,468,4675,1398,1613,2348,2955,4574
861,37312,12227,3948,8478,1868,193,6957,1109,2840,2379,1079,3751
862,57797,8273,7024,9476,2191,147,6255,473,1763,1089,1053,3759
863,66196,12000,5899,5933,1687,290,5228,1641,2947,2065,895,2100
864,69285,5145,4010,5926,1309,111,5181,843,1774,2388,2437,1884
865,22105,10010,5800,4969,3850,255,2830,1831,974,2694,2186,747
866,56395,8040,8775,3965,2502,271,4395,530,81,4273,2119,463
867,65740,14654,9094,5319,4127,395,2203,1070,845,2389,1657,753
868,42700,19577,7001,9975,3667,276,3810,1088,2809,4865,1832,582
869,54620,17868,8318,8108,1472,440,4092,962,1216,4029,2389,2205
870,57678,14776,6118,4939,4367,156,4044,474,617,4915,1309,4114
871,40559,5482,5796,1044,3508,442,7071,1169,2263,3335,669,4150
872,47509,8179,5988,2810,4395,439,8272,945,2337,4674,2837,4027
873,47860,6249,2234,5566,1813,302,5673,1821,444,1480,1239,4816
874,31003,17960,9180,2909,1845,284,4514,1405,922,3684,2341,3353
875,41732,5630,7220,7364,2164,220,7192,1089,2599,1500,956,2808
876,45826,19996,2928,3581,1666,325,1144,516,192,2661,1825,3603
877,50354,13853,5607,1691,3309,301,8507,1116,1662,3099,2593,3913
878,33843,16695,2522,1931,2808,429,5857,1888,288,4987,2101,1419
879,64472,7852,7904,8910,2443,462,2377,425,2630,1102,1883,2167
880,68529,15658,5523,7382,2767,479,4146,1491,1167,4432,1784,2144
881,26190,5987,6526,4406,2264,455,6024,1117,1430,2447,1646,2167
882,37640,12622,6888,9339,1354,315,1793,1641,1834,3746,730,1560
883,72528,12327,3629,2032,2872,142,6756,132,2904,4276,611,1176
884,58413,14738,7832,2311,3024,474,5414,1457,1970,4085,1092,1268
885,72638,13841,6628,9579,3817,122,2110,1364,2828,2963,2938,3587
886,72736,14160,9122,4121,4832,254,6672,313,895,2639,2939,1166
887,62356,15829,7842,2873,4660,285,5053,590,919,4700,2875,3575
888,64597,6100,7771,7781,1179,348,4937,1235,2611,3517,1738,2841
889,60821,11652,3316,4748,1065,336,4963,1543,2034,4537,2387,1870
890,23330,13632,4857,1277,1819,392,5942,1008,1552,2327,2914,3929
891,39087,12421,7008,2859,2371,233,6897,158,1700,4676,2629,2267
892,61430,10016,3124,6929,1170,420,9974,1291,2060,3474,1599,2886
893,44504,5769,7621,7792,3521,489,2116,660,1725,2679,2026,159
894,27114,6343,7423,5713,3581,121,2750,1885,2387,3157,2469,2658
895,33323,19114,9014,5675,2390,460,5027,1981,2912,4746,1451,3763
896,54121,9358,4587,2170,2130,187,6745,1626,1897,2588,2002,4734
897,30975,16921,3023,9681,3486,252,6064,747,1799,3562,871,1055
898,31023,17098,7672,6308,1834,224,6938,1497,311,1067,2811,333
899,41447,14769,3378,3462,1226,178,4397,800,2780,4317,609,3596
900,44933,11780,5374,1287,4515,445,9265,409,1127,3436,2854,891
901,43959,17200,3519,6953,1441,150,2359,1497,338,2673,1723,2987
902,20667,11602,7777,5282,3443,315,5853,1379,2347,1307,725,4447
903,73620,18286,9935,2907,1727,275,2941,679,358,4996,2732,1362
904,49703,16543,8093,2161,2604,457,4148,1216,2216,2375,530,925
905,29337,17987,2226,1129,3131,352,8933,1722,1172,2822,1113,2443
906,66427,7349,7355,7337,4686,345,2285,1294,2808,2089,2294,2577
907,75971,16794,6968,3363,4622,326,7474,113,767,1459,598,3980
908,56487,10699,2891,9151,2036,205,1770,896,2089,3394,1862,2405
909,39129,6241,7574,6983,2832,292,2843,1546,201,3372,1310,1419
910,60251,6125,6072,1143,2848,415,1073,1078,1692,1666,2320,2875
911,51921,15793,7132,9207,3740,401,2660,1793,463,2622,1313,59
912,53307,19623,4257,8469,1492,135,5349,64,448,2056,2321,2524
913,47355,14382,4788,1244,4339,303,8102,683,912,1067,1519,3797
914,57732,11764,2396,1926,2548,366,9000,1295,797,3234,2635,2659
915,24835,10101,7219,4178,2143,367,4818,1525,793,3239,1586,4096
916,40159,17323,4078,3176,1969,269,1331,1685,436,2236,1421,1578
917,58810,18031,9041,6002,3400,138,2421,1385,1916,2623,1910,4406
918,67605,19052,9695,1886,4128,238,8512,145,1773,3475,1982,3105
919,76254,17640,6744,9532,3087,391,7890,942,530,2374,2159,707
920,60080,12843,6424,4398,4957,151,5931,1232,564,4179,2417,1780
921,58088,19210,5237,9497,4407,386,7025,1309,1620,4311,1296,2413
922,33216,5072,7578,3654,1639,388,5408,1033,1296,3263,2457,4953
923,75284,19983,5893,8392,1172,240,6113,738,2919,1176,1512,3406
924,77043,10472,7047,2371,2570,245,9419,185,212,2588,845,2161
925,79852,15106,4005,8135,1258,413,3881,1597,948,2353,1223,3539
926,55547,10189,4016,1320,4959,283,3865,1620,1127,3608,1601,608
927,51471,7472,5171,5654,1516,251,3575,1487,191,3928,1888,308
928,37308,16238,4668,6300,3777,300,7185,1157,1403,1625,1537,4307
929,47532,5707,3878,7761,1522,227,9656,834,1990,4521,635,2364
930,54349,6804,3196,7854,2917,386,6741,808,1104,3654,1827,184
931,76866,11704,3772,6505,3886,410,1277,170,704,4518,2944,245
932,72476,8713,2161,7553,3164,352,1065,212,548,4608,1291,238
933,65445,10051,5976,5042,3231,365,5262,1996,1861,4715,578,519
934,25713,15756,3751,8498,2929,287,6704,1553,153,1178,2278,3907
935,76178,7475,2775,7636,4945,485,9594,1849,1665,1394,1204,276
936,69407,8610,9430,8362,2139,329,8989,1525,570,2168,1481,4028
937,24804,9255,7923,1011,3209,370,7255,1595,1784,1875,1941,4309
938,70990,19484,8417,1194,4650,358,8441,1623,2287,1961,1765,605
939,30136,16015,9170,3537,4783,398,5692,26,2421,1197,1574,4573
940,20009,12397,7147,3842,3590,297,5419,1013,804,1968,1243,4603
941,39255,6735,8469,3229,4658,422,8960,1091,798,4908,2931,4053
942,78141,14777,2939,4009,4308,155,7078,789,610,4155,874,2712
943,43793,13258,5220,8984,1838,418,2437,407,2735,1668,2253,141
944,76570,16253,2539,3077,2089,302,9620,1575,2821,4156,2753,3661
945,49548,12979,8631,8845,2093,370,8032,1132,1806,3504,2491,2369
946,57892,7428,6917,4867,4880,208,6731,73,142,4547,1834,1717
947,21015,17345,3461,5873,3494,215,4378,577,271,2276,1091,4556
948,79168,12426,7184,9635,3463,191,9584,679,1555,2910,1565,4765
949,47712,13533,2355,1297,3579,237,7347,1285,2473,1071,1032,3427
950,54961,10249,5604,6856,3488,402,7401,1391,2093,1222,1676,2324
951,28415,15966,5323,2015,3785,156,7629,785,2142,3323,1835,1844
952,66318,10291,2234,2384,2969,149,5541,848,2111,4866,1817,399
953,67280,7817,8370,9745,3511,170,8876,869,2460,4847,1097,4763
954,43833,15853,3548,3350,4992,498,9533,236,458,2269,612,2563
955,24158,14424,9480,2269,3443,181,9324,726,1738,2364,1635,1522
956,40309,8874,4096,2260,3758,471,1264,1389,1432,3620,1698,1334
957,26970,15593,6213,8701,2574,204,2434,1309,2517,1923,2345,2623
958,26938,14686,4101,9376,4728,187,6327,377,2857,1470,1825,238
959,41168,19109,3673,5563,2580,101,6097,660,505,3501,2487,3215
960,66540,9211,8708,7897,3442,459,2660,829,1709,4842,2039,3647
961,40384,5661,7163,6672,3373,183,6692,905,1096,4016,1233,1616
962,38017,17075,9982,6593,4964,142,3354,375,83,3054,2485,2429
963,30344,18753,4100,7155,4990,253,9457,618,58,1187,2865,3652
964,60034,16811,5657,6543,2114,426,7461,652,1044,3051,1495,1721
965,28702,19788,6653,8240,1749,193,8044,1099,1481,4814,2760,1272
966,20384,15060,5596,5683,2093,397,6497,1032,2965,2668,752,3139
967,20404,15526,5748,2881,2189,232,5549,195,2204,3954,623,2878
968,60943,8374,5173,9713,3689,494,7334,806,1352,2148,1736,1535
969,67926,14208,3815,4809,3261,164,7010,1815,1596,4086,1123,535
970,49189,17598,5841,6807,2875,389,5926,892,575,1959,2039,948
971,32763,5207,4005,5883,4672,475,7065,1653,2884,3572,2155,4958
972,38384,7665,9011,8206,4406,356,3179,1313,679,1629,1766,2642
973,52606,7493,6493,5155,2787,485,5967,1084,202,4311,1660,3941
974,29860,11813,9305,5673,3416,312,1634,936,1129,1774,2794,1021
975,58757,5632,2674,2409,4932,247,4631,1412,317,1359,940,433
976,35106,15294,2386,6197,2607,160,5677,846,1205,1517,2592,1403
977,70612,16151,4158,8452,4748,248,3218,817,1638,2343,1516,3511
978,43574,8083,4661,9718,1048,187,2389,1923,1796,4302,1053,2935
979,43524,17944,4064,3172,2075,423,5276,1586,405,2969,1308,4878
980,23636,18711,5851,1279,2312,482,2249,563,2996,4101,1470,4264
981,30916,15123,5253,4977,4861,495,8640,633,2542,4605,1612,4804
982,24809,8719,6979,3669,2649,377,6712,678,678,1920,2333,3333
983,52201,12123,9703,8825,4310,181,2245,1017,1270,4227,1814,1602
984,73330,15754,6636,4981,3180,228,9245,7,1889,4701,1774,228
985,33456,6679,6266,5769,4046,385,1442,1392,1547,3899,598,4522
986,68212,5236,8552,6247,3833,481,7976,1068,1643,1934,1979,4217
987,76397,12446,2739,5427,2189,452,5675,343,1359,2986,2114,2196
988,75752,9443,3401,7135,2397,379,8953,1780,1445,1900,800,2899
989,58765,11770,5259,6573,3420,369,5377,795,834,2728,1722,110
990,54816,17917,9001,5131,2828,391,8058,1398,2241,3446,2182,1244
991,65106,14732,4277,8189,4549,302,1822,1642,2355,2369,987,4159
992,73932,11099,5904,5535,4826,123,3939,1050,1668,2218,1924,2685
993,37100,17135,5923,3776,1478,450,8096,1216,1930,3215,1504,3801
994,77091,18559,6214,8697,1831,410,6765,1953,2553,1376,976,3867
995,41949,13555,5227,9386,3697,307,2031,848,280,4560,1645,1377
996,24544,7368,4831,1662,2614,379,1562,1380,2722,2774,1835,1771
997,57744,5285,5758,9671,1681,304,1340,61,1813,4433,1635,12
998,65543,5148,4512,9044,4706,251,5567,1085,932,2505,2205,4334
999,62783,18395,4151,5218,3735,125,8862,421,2762,2267,1017,3261
1000,46657,9037,5675,6060,2323,293,3296,1817,607,4652,1720,662
1001,56187,11549,4745,6874,1081,435,1234,632,482,3654,729,3092
1002,67198,12121,8091,6581,1086,337,6202,791,1246,2010,1691,693
1003,27239,17743,5866,3014,3272,420,2291,550,1772,3636,2555,3390
1004,78918,14958,9669,4789,3063,174,5727,1403,2164,2194,2477,1181
1005,34489,9895,5764,8148,1821,262,9720,1300,191,4584,1883,3018
1006,69401,10280,7801,8766,4429,398,3939,605,2835,4477,2742,1504
1007,78017,6012,7818,3364,1162,128,6435,1454,2665,4645,2901,1902
1008,63125,16023,4222,4629,4681,264,7981,1138,2017,2230,2387,4171
1009,69922,15699,9901,6919,4739,436,6392,1711,2563,2177,1572,328
1010,48538,14715,4792,6675,3561,285,8972,1144,306,4857,963,1439
1011,52049,7785,3697,9872,3397,153,2233,524,531,3095,2903,3846
1012,57131,15748,7540,7638,2932,394,3800,898,121,2672,1473,4167
1013,62944,8725,9301,5651,3728,141,3775,1439,2696,4072,1681,224
1014,70229,9576,5462,1609,4535,384,7044,162,591,4818,565,2520
1015,28427,10782,6063,8940,2850,486,4487,786,2917,2928,2496,3714
1016,61348,11257,7855,4866,2860,237,8383,909,1475,4839,1070,2407
1017,44285,14793,3524,1371,4446,286,4850,1711,58,4478,807,810
1018,57626,7408,6760,7998,2115,497,5997,981,2348,4178,1282,3117
1019,62808,5340,2032,1615,3228,303,1890,1360,2600,1172,620,4773
1020,42928,7817,8198,7911,3790,141,6920,378,1573,3553,1265,3290
1021,73871,19298,6025,7010,4372,449,2188,1347,1140,4201,1272,4386
1022,39198,7496,4566,3253,3707,387,6644,172,1810,3445,2643,2251
1023,39758,10962,4803,5942,4863,125,1740,999,1805,1293,1486,4661
1024,35254,18122,5896,1864,4260,470,2369,1810,398,1551,2509,2529
1025,64238,10299,5709,2268,2882,484,3000,63,2562,2470,1039,4606
1026,21252,14917,8155,8454,4933,155,2471,1124,2852,3897,2549,923
1027,59764,12574,7647,9976,4385,352,2536,1345,2545,2039,1079,3052
1028,32173,6689,2719,5571,3540,221,1318,974,941,2662,2163,15
1029,57441,8267,8698,6229,1922,205,6153,65,527,1884,2880,3596
1030,46698,9406,8516,3237,4993,229,2894,1866,2445,2372,1547,2403
1031,73682,13453,6579,5054,3175,436,8991,1580,1774,4051,1005,4451
1032,79494,6442,2972,1935,4590,257,9592,1622,1421,2226,2410,4925
1033,35781,13597,5718,7394,2449,475,6935,457,1669,1133,1232,4010
1034,33051,15382,9395,8891,2582,330,1723,1602,1550,1770,2071,2646
1035,59649,9437,8766,1325,1564,407,3329,452,435,4597,1013,1101
1036,26949,10435,6402,8774,4258,190,3770,1282,839,3555,860,2975
1037,62289,13435,6552,4861,3597,492,8545,1957,359,2089,2821,1090
1038,75393,17777,4207,2985,3500,121,5846,1740,1152,1479,2724,2906
1039,28017,9107,6426,5932,1470,389,1267,1449,863,1862,1026,1746
1040,26941,5560,8919,5603,1987,209,1569,978,2681,1458,778,4309
1041,45934,17329,6320,3778,3785,148,2973,1959,1650,4413,1872,1720
1042,43386,15917,5030,9832,4636,228,9737,177,1732,4778,2446,448
1043,79826,13785,8872,8754,2934,172,3822,1954,1245,1625,1944,3012
1044,30209,10548,5575,5078,1223,439,5460,279,2261,1158,2611,3504
1045,37715,6826,7575,2367,3201,152,1270,343,915,3208,789,1568
1046,48920,16421,5116,5042,3607,455,8641,1040,2639,2277,2565,3186
1047,73413,16479,5285,3575,1350,479,9930,295,1798,3007,563,3491
1048,76800,17265,7178,7754,4218,267,7680,201,2182,2920,829,2546
1049,51703,18981,2643,2581,2928,144,2257,961,2801,1939,2393,4805
1050,62318,12629,6711,2986,4647,492,9250,683,385,4598,1262,4475
1051,74267,13325,2194,3240,1348,204,6370,1942,1326,2572,2463,1047
1052,24637,8138,5996,4966,1181,249,5858,1797,1805,3202,2990,4634
1053,24854,17111,2488,8604,1636,245,9581,1217,1585,3533,640,4848
1054,72329,18235,4204,9320,2017,303,9910,1172,1212,1431,1831,4630
1055,76882,12693,4657,6968,3226,461,7999,374,1549,2050,943,4768
1056,63088,13264,7345,8493,4110,398,1120,1911,388,2003,2973,1064
1057,71332,17686,8555,5103,1771,266,7908,34,2791,4083,1998,3821
1058,57660,18716,5276,3076,3941,300,3303,1392,703,3114,1768,567
1059,59811,12842,3102,6231,4074,233,5861,28,2972,3589,949,1436
1060,69289,11721,7243,3994,2015,310,3911,774,1738,3143,2325,4510
1061,75479,12002,8614,4744,3111,147,9991,220,2820,1214,850,4544
1062,39856,9225,3241,6594,1028,225,8236,52,863,3241,1098,4705
1063,41833,7978,2515,8531,3419,338,6565,1956,1059,2670,1210,2705
1064,71984,12373,7721,8371,4594,106,7531,790,78,2313,1369,2483
1065,39963,10907,7223,2644,3144,371,2109,1376,1298,4615,2483,4800
1066,75123,11097,2392,4144,2893,484,7929,1415,1301,1884,1684,4829
1067,56932,17553,2630,1242,2465,470,2250,75,673,3086,892,3779
1068,47169,10656,5716,5085,2226,136,9177,493,2359,2887,1341,4895
1069,27941,15177,3847,8954,4482,310,2649,1711,203,1938,2948,2794
1070,34388,13984,4655,8269,4040,264,8351,1545,984,1938,2597,1860
1071,25569,19588,2979,8130,3068,224,6911,1998,1975,1205,1818,3336
1072,24300,18600,6529,7828,4622,436,3956,116,16,4970,1535,1890
1073,59037,9259,5402,9362,3782,291,6828,279,475,1941,1858,4826
1074,56586,13286,9310,9844,2125,317,5994,1753,1016,4999,1490,4291
1075,32015,10901,5871,7331,4117,313,7436,1198,209,1554,1538,1097
1076,65002,14325,8683,4512,1065,161,9676,745,498,3531,527,1638
1077,71058,19671,2277,2499,3650,427,8614,948,428,4408,887,1658
1078,26254,9917,2232,3158,4235,480,9994,763,1329,2519,1815,1125
1079,37144,13429,3552,6162,2134,260,2715,294,2105,1770,1332,263
1080,44214,19716,7690,5039,1337,165,9150,1017,1553,1248,749,2992
1081,60118,16138,7209,3035,3170,385,4483,1474,1231,2097,2527,160
1082,35183,7530,9659,8977,2728,338,8675,1857,1534,1372,2028,1256
1083,26238,6960,5270,1857,1446,119,2757,1541,1867,2854,597,4865
1084,26090,12045,4409,4823,3658,287,2809,1044,2569,3926,2338,310
1085,31637,6048,5512,7770,4362,181,6539,1096,2628,4879,1860,226
1086,42415,10772,2025,1298,3718,462,7048,841,1876,4857,1562,272
1087,44071,7529,9192,8244,4483,301,2151,1059,898,1834,1823,4412
1088,78243,7964,7513,1923,3662,231,6492,1530,1106,3918,2726,1922
1089,65415,12137,8650,5232,3944,136,7711,1922,2668,1701,1391,3157
1090,62679,5963,9468,5306,1280,231,7302,1256,1067,3185,1992,2338
1091,61240,5536,9506,3799,4114,176,5747,1751,1506,3995,1805,1601
1092,38271,18891,8410,7578,4557,188,9402,496,2957,3504,1687,3718
1093,56034,12340,2460,5875,1595,352,5681,205,1667,3861,952,2422
1094,53434,19267,5764,6326,2986,443,3507,425,492,3870,596,1925
1095,24188,12179,8599,7582,3750,293,3963,1964,2546,1941,2856,566
1096,69823,12967,5431,2802,2074,275,4428,43,604,4914,761,2915
1097,30161,17415,7187,3657,4969,132,8494,1114,947,3491,2840,251
1098,48732,16871,7102,4346,1209,157,4955,1952,293,3400,2293,2354
1099,75929,17379,9006,3949,1125,300,4705,1851,1171,1995,2796,3501
1100,31314,16916,5483,1941,1491,127,5038,1493,2018,1793,2792,4770
1101,43954,13734,3994,2907,4580,134,1713,604,171,3458,2798,2311
1102,77108,5845,2490,5837,4007,224,8260,1490,1586,1677,2670,2115
1103,41508,16795,3072,9105,1969,493,8011,1874,530,2813,824,1602
1104,41969,10777,9854,2243,1580,420,9879,453,1143,2561,1485,3270
1105,65659,8036,8707,6696,3824,141,9521,594,1859,1452,1186,513
1106,57545,10947,5173,2466,3305,184,2746,1356,1760,3466,2239,441
1107,56668,7494,2215,4957,2211,492,2207,506,2113,3497,2360,0
1108,43061,17677,9605,2966,1229,287,1784,793,2188,4042,1335,902
1109,33716,7719,3723,1375,1188,210,3696,1493,2493,4656,558,1220
1110,59749,6884,3592,1262,4486,370,8073,20,188,2138,2021,2321
1111,59144,17330,4606,5362,3057,424,6036,1251,157,1050,1896,855
1112,36907,9349,2158,7502,4185,204,8127,1399,2717,2392,2813,1017
1113,38777,16393,8632,8833,4147,419,4718,1153,1970,4985,2176,2220
1114,47693,10179,6781,2893,3723,140,6775,1710,245,4754,735,4680
1115,71745,15902,5313,9106,1501,314,8910,619,2903,4851,717,3504
1116,62928,11610,4841,2652,3132,170,3693,413,2991,2538,2050,4550
1117,46329,11430,3776,6540,1048,155,1625,1818,2795,1209,2337,195
1118,66892,12154,4052,4892,4566,335,4708,1094,2377,1887,1929,4694
1119,36282,18828,9763,1599,3885,380,7859,1427,2559,4045,1088,1332
1120,43624,15145,7939,5815,4055,204,9953,1585,849,2926,2171,4651
1121,43321,11488,8504,2912,1688,489,8692,1630,1810,4040,1416,1517
1122,30488,9737,8602,9792,1386,474,7398,1814,1094,4973,1992,4534
1123,42574,11525,4295,9572,1969,261,8252,1420,1336,1849,1417,2697
1124,25240,8850,7685,5213,4460,290,2555,336,2126,4884,1633,4454
1125,63221,5689,3696,4637,2005,108,9867,1667,168,4966,2900,3107
1126,30478,18564,4993,6599,3265,159,5187,1528,2857,2877,2336,1057
1127,75645,15142,4469,7448,2724,480,8767,909,2227,1626,2638,2705
1128,65162,10175,3946,9557,3004,404,1036,275,1651,3726,2405,2063
1129,39262,18774,5809,8382,4052,324,2787,891,2307,2458,1201,2792
1130,73295,13648,8158,9982,4417,406,7283,12,1509,3824,2620,420
1131,72796,10078,4783,4569,4301,287,9060,1026,1795,2250,1821,4648
1132,24432,15322,5644,8707,3302,169,9065,977,2344,1662,2028,2814
1133,49721,17168,7241,1746,3283,392,4880,1247,619,1267,1721,2840
1134,33568,18410,8420,9504,4097,386,6932,973,2902,3163,1555,1031
1135,79399,17436,7677,5633,2607,268,9328,174,2407,2623,1147,1491
1136,34178,10448,4500,1920,4332,161,7333,1922,2164,2853,1259,4975
1137,70428,6179,9557,8008,2789,448,6759,1408,356,1753,1857,1885
1138,42195,17477,9461,3381,1270,113,7485,1625,2486,4431,2690,4947
1139,20302,16757,5645,4618,1122,263,6067,1943,1677,2352,2269,509
1140,37022,14074,4645,9989,3703,344,1661,240,1211,2868,1448,1859
1141,20055,11406,8589,5443,2280,434,8973,546,1304,2063,2591,1858
1142,65781,13591,8353,1272,4727,107,7386,13,1534,1181,2579,913
1143,28717,11907,9757,2773,2444,253,8887,1218,1489,2513,2266,2065
1144,48699,13800,8857,3547,1258,135,1414,1420,1963,4280,527,2966
1145,28150,19083,4349,4164,1947,147,7850,1454,1361,1902,2970,4889
1146,22125,6638,3932,5780,3094,184,9534,1329,2569,4344,659,3837
1147,64247,10671,5294,1946,1862,127,3729,1357,198,2142,1730,1596
1148,68513,11928,3757,1506,1524,295,4897,724,1787,4453,517,4442
1149,36748,15340,8146,7719,1887,307,3169,1433,1073,3993,1626,1055
1150,59577,6382,7085,9435,1207,303,2878,2,1165,4607,2779,1023
1151,24621,6403,7637,9697,4382,406,7454,690,1806,3305,2971,3204
1152,35034,14011,3116,7360,3794,203,5570,1575,1537,2506,1403,575
1153,66391,8292,4567,8657,1148,329,2515,1475,2717,3556,1254,198
1154,25126,14011,5499,4590,4905,200,1574,1699,30,3139,2070,1365
1155,25122,5419,2492,2192,1437,128,3867,1842,2380,3002,1336,1998
1156,38030,17411,5306,2464,3202,226,4544,746,659,2184,1393,1016
